review_text,aspect_triplets,new_triplets,reasoning
tatlilardan da irmik helvası ve fırında sutlaci öneririm.,"[('fırında sutlaci', 'FOOD#QUALITY', 'positive'), ('irmik helvası', 'FOOD#QUALITY', 'positive')]","[['irmik helvası', 'FOOD#QUALITY', 'positive'], ['fırında sutlaci', 'FOOD#QUALITY', 'positive']]","Her iki tatlı da öneriliyor, olumlu."
terbiyesiz birkac garsonu dışında guzel bir yerdi,"[('garsonu', 'SERVICE#GENERAL', 'negative'), ('yerdi', 'RESTAURANT#GENERAL', 'positive')]","[['garsonu', 'SERVICE#GENERAL', 'negative'], ['yerdi', 'RESTAURANT#GENERAL', 'positive']]","Review states place is nice except for rude waiters. Positive for restaurant, negative for service."
uzun lafin kisasi kesinlikle ve asla bir daha gitmem ve tavsiyede etmem.,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]","Review expresses strong negative overall recommendation, no specific aspects."
ve oradakı koku olayına bır hal care bulamadıkları ıcın yazık olan mekandır.,"[('mekandır', 'AMBIENCE#GENERAL', 'negative')]","[['mekandır', 'AMBIENCE#GENERAL', 'negative']]",Koku sorunu çözülemediği için mekana olumsuz yorum.
yavas demek bile az kalir.,"[('', 'SERVICE#GENERAL', 'negative')]","[['', 'SERVICE#GENERAL', 'negative']]","Yavaş indicates slow service, so SERVICE#GENERAL negative."
yaz ayları için bahçesi beşiktaş'taki en ferah yer olabilir.,"[('bahçesi', 'AMBIENCE#GENERAL', 'positive')]","[['bahçesi', 'AMBIENCE#GENERAL', 'positive']]","Metin bahçeyi en ferah yer olarak tanımlıyor, pozitif duygu."
yazın dısarıda yer bulması epey zor.,"[('yer', 'AMBIENCE#GENERAL', 'neutral')]","[['yer', 'SERVICE#GENERAL', 'negative']]",Yazın dışarıda yer bulma zorluğu olumsuz bir hizmet deneyimi.
"yemekleri lezzetli, servis hızlı ve çalışanlar güler yüzlü.","[('yemekleri', 'FOOD#QUALITY', 'positive'), ('çalışanlar', 'SERVICE#GENERAL', 'positive'), ('servis', 'SERVICE#GENERAL', 'positive')]","[['yemekleri', 'FOOD#QUALITY', 'positive'], ['çalışanlar', 'SERVICE#GENERAL', 'positive'], ['servis', 'SERVICE#GENERAL', 'positive']]",All existing triplets are accurate; no additions or corrections needed.
yukaridaki masaya ek olarak 3 bardak çay ve su dahil 42 tl ücret ödedik.,"[('ücret', 'RESTAURANT#PRICES', 'neutral')]","[['ücret', 'RESTAURANT#PRICES', 'neutral']]","Only price mention; no sentiment expressed, just factual payment."
"yurtdisindan gelen misafirlerimi memnun etmesiyle,manzarasiyla ve tabii ki meze ve yemekleriyle begenimi kazanmis oldu gelinir tadilir calan muzikler guzel ayari sohbetle hos bir fon oluyor.","[('manzarasiyla', 'AMBIENCE#GENERAL', 'positive'), ('meze ve yemekleriyle', 'FOOD#QUALITY', 'positive'), ('muzikler', 'AMBIENCE#GENERAL', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
"Çalan müzik tam kıvamında, rahatsız etmiyor.","[('Çalan müzik', 'AMBIENCE#GENERAL', 'positive')]","[['Çalan müzik', 'AMBIENCE#GENERAL', 'positive']]","Müzik seviyesi ideal, pozitif."
Çalışanlar gerçekten burnundan kıl aldırmıyor.,"[('Çalışanlar', 'SERVICE#GENERAL', 'negative')]","[['Çalışanlar', 'SERVICE#GENERAL', 'negative']]","Metinde çalışanların umursamazlığına vurgu var, bu servis için negatif."
Çalışanlar ilgili kibar.,"[('Çalışanlar', 'SERVICE#GENERAL', 'positive')]","[['Çalışanlar', 'SERVICE#GENERAL', 'positive']]","Mevcut etiket doğru, metinde çalışanların ilgili ve kibar olduğu belirtilmiş."
Çalışanlar çok kötü.,"[('Çalışanlar', 'SERVICE#GENERAL', 'negative')]","[['Çalışanlar', 'SERVICE#GENERAL', 'negative']]","Tek duygu çalışanların kötü olduğu, negatif."
Çalışanları da güler yüzlü.,"[('Çalışanları', 'SERVICE#GENERAL', 'positive')]","[['Çalışanları', 'SERVICE#GENERAL', 'positive']]","Metin, çalışanların güler yüzlü olduğunu belirtiyor, bu da pozitif bir servis değerlendirmesidir."
Çalışanları çok kaba.,"[('Çalışanları', 'SERVICE#GENERAL', 'negative')]","[['Çalışanları', 'SERVICE#GENERAL', 'negative']]","Metinde çalışanların kaba olduğu belirtiliyor, doğru etiket."
"Çalışanların, işletmecinin hatta sahibinin misafirperverliği ve samimiyetini başka bir mekanda bulabileceğinizi sanmıyorum.","[('Çalışanların', 'SERVICE#GENERAL', 'positive'), ('sahibinin', 'SERVICE#GENERAL', 'positive'), ('işletmecinin', 'SERVICE#GENERAL', 'positive')]","[['Çalışanların', 'SERVICE#GENERAL', 'positive'], ['işletmecinin', 'SERVICE#GENERAL', 'positive'], ['sahibinin', 'SERVICE#GENERAL', 'positive']]","Üç hizmet unsuru da olumlu belirtilmiş, SERVİS kategorisine uygun."
"Çatal, bıçak pis ve cevizli baklavası şerbetinden insanın midesini bulandiriyor.","[('Çatal, bıçak', 'SERVICE#GENERAL', 'negative'), ('cevizli baklavası', 'FOOD#QUALITY', 'negative')]","[['Çatal, bıçak', 'SERVICE#GENERAL', 'negative'], ['cevizli baklavası', 'FOOD#QUALITY', 'negative']]","Dirty utensils indicate negative service; baklava syrup causes nausea, negative food quality."
Çay denilince akla ilk gelen yer:,"[('yer', 'RESTAURANT#GENERAL', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Çay kötü müydü?,"[('Çay', 'DRINKS#QUALITY', 'neutral')]","[['Çay', 'DRINKS#QUALITY', 'negative']]",Rhetorical question implies the tea was bad.
"Çayi, sahlepi, künefesi ve dondurmasi önerilebilir.","[('sahlepi', 'DRINKS#QUALITY', 'positive'), ('Çayi', 'DRINKS#QUALITY', 'positive'), ('künefesi ve dondurmasi', 'FOOD#QUALITY', 'positive')]","[['Çayi', 'DRINKS#QUALITY', 'positive'], ['sahlepi', 'DRINKS#QUALITY', 'positive'], ['künefesi ve dondurmasi', 'FOOD#QUALITY', 'positive']]","All items recommended. Tea and sahlep are drinks, künefe and ice cream are food."
Çikolatalı baklavasına bayılıyorum kesinlikle en favori tatlım.,"[('Çikolatalı baklavasına', 'FOOD#QUALITY', 'positive')]","[['Çikolatalı baklava', 'FOOD#QUALITY', 'positive']]","Review explicitly praises chocolate baklava, expressing strong positive sentiment."
Çikolatalı baklavayıda özellikle bayanlara tavsiye ederim,"[('Çikolatalı baklavayıda', 'FOOD#QUALITY', 'positive')]","[['Çikolatalı baklavayıda', 'FOOD#QUALITY', 'positive']]","Çikolatalı baklava övülüyor, tavsiye ediliyor, olumlu."
Çok az sayida garson çalisiyor ve bazen mekan dolu olunca yetemiyorlar.,"[('garson', 'SERVICE#GENERAL', 'negative')]","[['garson', 'SERVICE#GENERAL', 'negative']]",Only explicit target 'garson' with negative sentiment.
Çok daha keyifli bir yer olabilirdi.,"[('yer', 'AMBIENCE#GENERAL', 'negative')]","[['yer', 'AMBIENCE#GENERAL', 'negative']]","Yer'in keyifsiz olduğu ima ediliyor, ambiyans negatif."
Çok defa geri dönmüşlüğüm de vardır.,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'positive']]","Reviewer states returning many times, implying positive overall experience."
Çok fazla lezzetli alternatifi bulunan menüsünü seviyorum.,"[('menüsünü', 'FOOD#STYLE_OPTIONS', 'positive'), ('menüsünü', 'FOOD#QUALITY', 'positive')]","[['menüsünü', 'FOOD#STYLE_OPTIONS', 'positive'], ['menüsünü', 'FOOD#QUALITY', 'positive']]",Lezzetli ve çok alternatif ifadeleri ile food quality ve style options için pozitif.
Çok fazla çeşit var.,"[('çeşit', 'FOOD#STYLE_OPTIONS', 'positive')]","[['çeşit', 'FOOD#QUALITY', 'positive']]","Metin çok çeşit olduğunu belirtiyor, bu FOOD#QUALITY ile ilgili ve pozitif."
Çok iyi karsilandik ve sonuna kadar el üstünde tutulduk.,"[('karsilandik', 'SERVICE#GENERAL', 'positive')]","[['karsilandik', 'SERVICE#GENERAL', 'positive'], ['el üstünde tutulduk', 'SERVICE#GENERAL', 'positive']]",Review expresses positive service from welcome to treatment; added missing triplet for 'el üstünde tutulduk'.
Çok kalabalik olusu ve yer bulamamak sikinti olsa da gidilmesi gereken yerlerden biri.,"[('yerlerden', 'RESTAURANT#GENERAL', 'positive'), ('yer bulamamak', 'AMBIENCE#GENERAL', 'negative')]",[],JSON_ERROR: Unterminated string starting at: line 4 column 6 (char 84)
"Çok kalabalık olduğundan pek sohbete uygun değil, ancak mekan gayet güzel, iç kısım çok güzel kokuyor.","[('kokuyor', 'AMBIENCE#GENERAL', 'positive'), ('mekan', 'AMBIENCE#GENERAL', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Çok sulu olduğu için zaten bol ekmekle yeniyor.,"[('', 'FOOD#STYLE_OPTIONS', 'neutral')]","[['', 'FOOD#QUALITY', 'neutral']]","Yemeğin sulu olması kaliteyle ilgili, nötr ifade."
Çok çok kötü,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]",Review expresses general strong negativity about restaurant without specific aspects.
Çok övülüp merak ettiğimiz ama yine pişman olduğumuz bir yer.,"[('yer', 'RESTAURANT#GENERAL', 'negative')]","[['yer', 'RESTAURANT#GENERAL', 'negative']]","Review expresses regret about the place overall, no other aspects mentioned."
Çoluğu çocuğu toplayan ev hanımları grupları mekana olan ilgiyi azaltıyor.,"[('ev hanımları', 'AMBIENCE#GENERAL', 'negative')]","[['ev hanımları grupları', 'AMBIENCE#GENERAL', 'negative']]",Müşteri kitlesinin ortamı olumsuz etkilediği belirtilmiş.
Çömlekte ev yapimi yogurtlarini mutlaka deneyin.,"[('Çömlekte ev yapimi yogurtlarini', 'FOOD#QUALITY', 'positive')]","[['Çömlekte ev yapimi yogurtlarini', 'FOOD#QUALITY', 'positive']]","Mevcut etiket doğru, 'mutlaka deneyin' olumlu öneri."
Çünkü bu israftan başka bir şey değil benim nazarımda .,"[('', 'RESTAURANT#GENERAL', 'negative')]",[],JSON_ERROR: Unterminated string starting at: line 2 column 25 (char 26)
Çünkü size oluru olmayan fiyatlar sunar.,"[('fiyatlar', 'RESTAURANT#PRICES', 'negative')]","[['fiyatlar', 'RESTAURANT#PRICES', 'negative']]",Metin 'oluru olmayan fiyatlar' ifadesiyle fiyatları olumsuz değerlendiriyor.
Öglen için tercih edilebilir ama 12yi çok geçirmemek gerekiyor...,"[('', 'SERVICE#GENERAL', 'negative'), ('', 'RESTAURANT#GENERAL', 'positive')]","[['', 'SERVICE#GENERAL', 'negative'], ['', 'RESTAURANT#GENERAL', 'positive']]",Öglen için tercih edilebilir pozitif; 12yi geçirmemek servis negatif.
Öglenleri yer bulamadigimiz çok oluyor.,"[('yer bulamadigimiz', 'SERVICE#GENERAL', 'negative')]","[['yer bulamadigimiz', 'RESTAURANT#GENERAL', 'negative']]","Yer bulamama restoranın genel sorunu, olumsuz."
Öncelikle ortamini çok begendim.,"[('ortamini', 'AMBIENCE#GENERAL', 'positive')]","[['ortamini', 'AMBIENCE#GENERAL', 'positive']]","Mevcut etiket doğru ve eksiksiz, değişiklik gerekmez."
"Önermiyorum, eminim aynı güzellikte manzaraya sahip ama yemekleri müşteriye saygı gereği taze ve iyi malzemeyle yapılmış bir yer bulabilirsiniz civarda.","[('manzaraya', 'AMBIENCE#GENERAL', 'positive'), ('yemekleri', 'FOOD#QUALITY', 'negative')]","[['manzaraya', 'AMBIENCE#GENERAL', 'positive'], ['yemekleri', 'FOOD#QUALITY', 'negative']]","Manzara olumlu, yemek kalitesi olumsuz."
Övgü üzerine gitmiştik ama fazla beklentiye girince bazen normal bulacağınız şeyi de bepenmeyebiliyorsunuz.,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'neutral']]","Metin yüksek beklentiyle gidince normal bulmayı anlatıyor, net olumsuz değil."
Öyle bir manzara ve konum için olabilecek son mekan filizler olmalıydı.,"[('mekan', 'RESTAURANT#GENERAL', 'negative'), ('manzara ve konum', 'AMBIENCE#GENERAL', 'positive')]","[['mekan', 'RESTAURANT#GENERAL', 'negative'], ['manzara ve konum', 'AMBIENCE#GENERAL', 'positive']]","Manzara ve konum olumlu, ancak mekan beklentiyi karşılamadığı için olumsuz."
Özel aracımızla nereden gireceğimizi pek kestiremedik ancak 10 dakikalık bir çaba sonununda mekana ulaştık.,"[('gireceğimizi', 'LOCATION#GENERAL', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Özel bir sunumla masanıza geliyor.,"[('sunumla', 'FOOD#STYLE_OPTIONS', 'positive')]","[['sunumla', 'FOOD#QUALITY', 'positive']]","Presentation is part of food quality, sentiment positive."
"Özel günlerde gidilecek, küçük kutlamalar yapılacak bir yer","[('yer', 'AMBIENCE#GENERAL', 'neutral')]","[['yer', 'RESTAURANT#GENERAL', 'positive']]","Review implies positive sentiment for special occasions, overall restaurant suitability."
Özellikle Boğaziçi Üniversitesi öğrencilerinin sıkça uğraması gereken bir mekan.,"[('mekan', 'RESTAURANT#GENERAL', 'positive')]","[['mekan', 'RESTAURANT#GENERAL', 'positive']]","Review expresses general positive recommendation for students, no other aspects."
"Özellikle akşamları gidilmesini tavsiye ederim, köprünün ve hisarın ışıkları yandığında ayrı bi zevki var.","[('köprünün ve hisarın ışıkları', 'AMBIENCE#GENERAL', 'positive')]","[['köprünün ve hisarın ışıkları', 'AMBIENCE#GENERAL', 'positive']]",Review praises evening atmosphere due to illuminated bridge and castle.
Özellikle bahçesini tercih edin giderseniz.,"[('bahçesini', 'AMBIENCE#GENERAL', 'positive')]","[['bahçesini', 'AMBIENCE#GENERAL', 'positive']]","Review suggests preferring the garden, indicating positive ambience sentiment."
"Özellikle gitmekten öte, denk gelince gidileceklerden bence.","[('', 'RESTAURANT#GENERAL', 'neutral')]","[['', 'RESTAURANT#GENERAL', 'neutral']]","Review expresses casual preference, not strong opinion. No specific aspect mentioned."
Özellikle güzel bir havada gidiyorsanız deniz kıyısındaki masalarında oturmak için epey bi sıra bekleyebilirsiniz.,"[('sıra', 'SERVICE#GENERAL', 'negative')]","[['sıra', 'SERVICE#GENERAL', 'negative']]","Review mentions waiting in queue for seaside tables, indicating negative service aspect."
Özellikle kabaklı pizzası gayet başarılı.,"[('kabaklı pizzası', 'FOOD#QUALITY', 'positive')]","[['kabaklı pizzası', 'FOOD#QUALITY', 'positive']]","Review praises kabaklı pizzası as successful, positive food quality."
Özellikle restorantin tam ortasindaki agaç çok hosuma gitti.,"[('agaç', 'AMBIENCE#GENERAL', 'positive')]","[['agaç', 'AMBIENCE#GENERAL', 'positive']]","Metin, restoran ortasındaki ağacı beğeniyor, atmosfer olumlu."
"Özellikle servis elemani Sezgin bey 'in isini bu kadar iyi yapmasi ve herkesle esit ayni güler yüzle ilgilenmesi , masalar arasi slalom yaparken hiç bir istegi ikiletmemesi hepimizin sempatisini ve takdirini kazandi.","[('servis elemani', 'SERVICE#GENERAL', 'positive'), ('ilgilenmesi', 'SERVICE#GENERAL', 'positive')]","[['servis elemani Sezgin bey', 'SERVICE#GENERAL', 'positive']]","Metinde Sezgin bey'in güler yüzlü ve hızlı servisi övülüyor, 'ilgilenmesi' hedefi uygun değil."
Özür bile dilemediler.,"[('', 'SERVICE#GENERAL', 'negative')]","[['', 'SERVICE#GENERAL', 'negative']]","Review explicitly states lack of apology, indicating negative service."
Üzerine bal ve fındık dökülmüş sütlaçları çok cezbedici gözükse de sütlaç tadını alamadım daha çok muhallebi gibiydi.,"[('sütlaç tadını', 'FOOD#QUALITY', 'negative'), ('sütlaçları', 'FOOD#STYLE_OPTIONS', 'positive')]","[['sütlaçları', 'FOOD#STYLE_OPTIONS', 'positive'], ['sütlaç tadını', 'FOOD#QUALITY', 'negative']]","Görünüş olumlu, tadı olumsuz. Sütlaç tadı alınamamış."
Üzerine ortalama bir döner olunca ben tekrar gidecegimi sanmam.,"[('döner', 'FOOD#QUALITY', 'neutral'), ('', 'RESTAURANT#GENERAL', 'negative')]","[['döner', 'FOOD#QUALITY', 'neutral'], ['', 'RESTAURANT#GENERAL', 'negative']]","Döner average (neutral), restoran geneli olumsuz (tekrar gitmeme)."
çorbasi soguk geldi.,"[('çorbasi', 'FOOD#QUALITY', 'negative')]","[['çorbasi', 'FOOD#QUALITY', 'negative']]","Soup arrived cold, indicating negative quality."
özellikle yaz akşamları terasında semaver çayını denemelisiniz,"[('semaver çayını', 'DRINKS#QUALITY', 'positive')]","[['semaver çayını', 'DRINKS#QUALITY', 'positive']]","Metin sadece semaver çayını tavsiye ediyor, olumlu içecek kalitesi."
İcerisi icin ayni seyi soyleyemiycm temiz bulmuyorum.,"[('İcerisi', 'AMBIENCE#GENERAL', 'negative')]","[['İcerisi', 'AMBIENCE#GENERAL', 'negative']]","Review states interior is not clean, negative sentiment for ambiance."
İftar öncesi ve sonrasında güzel müzik ziyafeti sundular.,"[('müzik', 'AMBIENCE#GENERAL', 'positive')]","[['müzik', 'AMBIENCE#GENERAL', 'positive']]","Müzik pozitif değerlendirilmiş, AMBIENCE altında doğru etiketlenmiş."
İkisi de durmuş ve kötü kalite malzeme kullanılmıştı.,"[('malzeme', 'FOOD#QUALITY', 'negative')]","[['malzeme', 'FOOD#QUALITY', 'negative']]",Review states stale and poor quality ingredients.
"İlk Evlilik yıldönümü yemeğimizi burada yemiştik, karşılama gayet güzel kibar çalışanlar.","[('karşılama', 'SERVICE#GENERAL', 'positive'), ('çalışanlar', 'SERVICE#GENERAL', 'positive')]","[['karşılama', 'SERVICE#GENERAL', 'positive'], ['çalışanlar', 'SERVICE#GENERAL', 'positive']]",Both aspects directly extracted from text with positive sentiment.
İlk açıldığı günden bu gününe gelir giderim.,"[('', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]",Positive overall sentiment; reviewer frequents the restaurant regularly.
İnanilmaz bir manzaraya sahip bu arada mekan.,"[('manzaraya', 'AMBIENCE#GENERAL', 'positive')]","[['manzaraya', 'AMBIENCE#GENERAL', 'positive']]","Mekanın manzarası inanılmaz olarak belirtilmiş, olumlu."
İngiliz cayi istedigimde sut getirmediler gerekce olarak da kotu oldugunh soylediler garson tersledi hatta,"[('garson', 'SERVICE#GENERAL', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
İnşallah sadece o güne özgü bir negatifliktir çünkü Fıccın'ın tadı damağımda yine gitmek gerek.,"[('', 'RESTAURANT#GENERAL', 'negative'), (""Fıccın'ın"", 'RESTAURANT#GENERAL', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
İsim yapmıştır çünkü pahalı olduğu için kaliteli algısı yaratır .,"[('', 'RESTAURANT#PRICES', 'negative')]","[['', 'RESTAURANT#PRICES', 'negative'], ['', 'RESTAURANT#GENERAL', 'positive']]","Pahalı olduğu belirtilmiş (fiyat negatif), ayrıca 'isim yapmıştır' restoran geneli pozitif."
İstanbul şubesi çokta güzel değil çaldıkları müzikler hard rock'tan çok popüler olmuş.,"[('çaldıkları müzikler', 'AMBIENCE#GENERAL', 'negative'), ('İstanbul şubesi', 'RESTAURANT#GENERAL', 'negative')]","[['İstanbul şubesi', 'RESTAURANT#GENERAL', 'negative'], ['çaldıkları müzikler', 'AMBIENCE#GENERAL', 'negative']]",Negative sentiment for branch and music shift to pop.
İstanbul'da daha fazla olması istenen mekanlardan.,"[('mekanlardan', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]","Review expresses desire for more such places, positive sentiment for restaurant general, target is implicit."
İstanbulun en iyi dönerini yapıyorlar.,"[('dönerini', 'FOOD#QUALITY', 'positive')]","[['dönerini', 'FOOD#QUALITY', 'positive']]",Metin sadece döner kalitesini övüyor.
"İthal peynir tabağındaki peynirler çok yetersiz, çoğu ithal bile değil.","[('İthal peynir tabağındaki peynirler', 'FOOD#QUALITY', 'negative')]","[['İthal peynir tabağındaki peynirler', 'FOOD#QUALITY', 'negative']]",Peynirlerin yetersiz ve ithal olmaması kalite şikayeti.
